,endTime,artistName,trackName,msPlayed,UniqueID,In Library,album,track_uri
0,2020-09-13 11:36,Burna Boy,Level Up (Twice As Tall) [feat. Youssou N'Dour],80822,Burna Boy:Level Up (Twice As Tall) [feat. Youssou N'Dour],0,,
1,2020-09-30 11:07,Burna Boy,Level Up (Twice As Tall) [feat. Youssou N'Dour],2990,Burna Boy:Level Up (Twice As Tall) [feat. Youssou N'Dour],0,,
2,2020-09-30 11:10,Burna Boy,Alarm Clock,132626,Burna Boy:Alarm Clock,0,,
3,2020-09-30 11:13,Burna Boy,Way Too Big,182743,Burna Boy:Way Too Big,1,Twice As Tall,4rlaH7EbXL55bj9pvp57nP
4,2020-09-30 11:16,Tatiana Manaois,Got You Upset,0,Tatiana Manaois:Got You Upset,1,Love Diaries of an Introvert,0dO50htoJSIZQRhXfG8O2q
5,2020-09-30 11:16,Lecrae,Drown,171290,Lecrae:Drown,1,Restoration,4UwjZrF7teVvR0ry5Xz8cX
6,2020-09-30 12:27,Burna Boy,Way Too Big,200413,Burna Boy:Way Too Big,1,Twice As Tall,4rlaH7EbXL55bj9pvp57nP
7,2020-10-01 11:45,Lecrae,Drown,98064,Lecrae:Drown,1,Restoration,4UwjZrF7teVvR0ry5Xz8cX
8,2020-10-01 11:51,Burna Boy,Bank On It,285699,Burna Boy:Bank On It,0,,
9,2020-10-01 11:53,Burna Boy,Alarm Clock,132627,Burna Boy:Alarm Clock,0,,
10,2020-10-01 22:11,Burna Boy,Way Too Big,52856,Burna Boy:Way Too Big,1,Twice As Tall,4rlaH7EbXL55bj9pvp57nP
11,2020-10-01 22:16,Burna Boy,Bank On It,276537,Burna Boy:Bank On It,0,,
12,2020-10-03 09:19,Burna Boy,Bank On It,276537,Burna Boy:Bank On It,0,,
13,2020-10-03 09:24,Fever Ray,When I Grow Up,271280,Fever Ray:When I Grow Up,0,,
14,2020-10-03 12:53,Björk,Hunter,195289,Björk:Hunter,0,,
15,2020-10-03 22:26,Lecrae,Saturday Night,125186,Lecrae:Saturday Night,0,,
16,2020-10-03 22:31,Brendan Flynn,Yellow Rose,352784,Brendan Flynn:Yellow Rose,0,,
17,2020-10-03 22:37,Steve Jablonsky,Arrival to Earth,326773,Steve Jablonsky:Arrival to Earth,0,,
18,2020-10-03 22:38,Dave Porter,Breaking Bad Main Title Theme (Extended),75667,Dave Porter:Breaking Bad Main Title Theme (Extended),0,,
19,2020-10-03 22:45,Ludovico Einaudi,I Giorni - Live,374028,Ludovico Einaudi:I Giorni - Live,0,,
20,2020-10-03 22:47,Jeff Beal,House Of Cards Main Title Theme,109853,Jeff Beal:House Of Cards Main Title Theme,0,,
21,2020-10-03 22:50,John Williams,Battle of the Heroes,222600,John Williams:Battle of the Heroes,0,,
22,2020-10-03 22:52,Ramin Djawadi,"Game Of Thrones - From The ""Game Of Thrones"" Soundtrack",7497,"Ramin Djawadi:Game Of Thrones - From The ""Game Of Thrones"" Soundtrack",0,,
23,2020-10-03 22:59,Howard Shore,"The Breaking of the Fellowship (feat. ""In Dreams"")",427879,"Howard Shore:The Breaking of the Fellowship (feat. ""In Dreams"")",0,,
24,2020-10-03 23:03,Howard Shore,"The Council of Elrond (feat. ""Aniron"") [Theme for Aragorn and Arwen]",229107,"Howard Shore:The Council of Elrond (feat. ""Aniron"") [Theme for Aragorn and Arwen]",0,,
25,2020-10-03 23:06,Ramin Djawadi,"Goodbye Brother - From The ""Game Of Thrones"" Soundtrack",187280,"Ramin Djawadi:Goodbye Brother - From The ""Game Of Thrones"" Soundtrack",0,,
26,2020-10-03 23:11,John Williams,Hedwig's Theme,306635,John Williams:Hedwig's Theme,0,,
27,2020-10-03 23:16,James Newton Howard,Rue's Farewell,299800,James Newton Howard:Rue's Farewell,0,,
28,2020-10-03 23:19,Costantino Carrara,What About Us - Piano Arrangement,187150,Costantino Carrara:What About Us - Piano Arrangement,0,,
29,2020-10-03 23:22,Costantino Carrara,Attention - Piano Arrangement,174611,Costantino Carrara:Attention - Piano Arrangement,0,,
30,2020-10-03 23:26,Costantino Carrara,Something Just Like This - Piano Arrangement,232194,Costantino Carrara:Something Just Like This - Piano Arrangement,0,,
31,2020-10-03 23:30,Costantino Carrara,Closer - Piano Arrangement,223289,Costantino Carrara:Closer - Piano Arrangement,0,,
32,2020-10-03 23:34,Costantino Carrara,Writing's on the Wall - Piano Arrangement,272125,Costantino Carrara:Writing's on the Wall - Piano Arrangement,0,,
33,2020-10-03 23:39,Costantino Carrara,A Sky Full of Stars - Piano Arrangement,266000,Costantino Carrara:A Sky Full of Stars - Piano Arrangement,0,,
34,2020-10-03 23:43,Costantino Carrara,La La Land (The Piano Medley): Mia & Sebastian's Theme / Another Day of Sun / City of Stars,265121,Costantino Carrara:La La Land (The Piano Medley): Mia & Sebastian's Theme / Another Day of Sun / City of Stars,0,,
35,2020-10-03 23:47,Costantino Carrara,Hold Back the River - Piano Arrangement,240000,Costantino Carrara:Hold Back the River - Piano Arrangement,0,,
36,2020-10-03 23:52,Costantino Carrara,All of Me - Piano Arrangement,310000,Costantino Carrara:All of Me - Piano Arrangement,0,,
37,2020-10-03 23:56,Costantino Carrara,Take Me Home - Piano Arrangement,226400,Costantino Carrara:Take Me Home - Piano Arrangement,0,,
38,2020-10-04 00:00,Costantino Carrara,Stitches - Christmas Piano Arrangement,205820,Costantino Carrara:Stitches - Christmas Piano Arrangement,0,,
39,2020-10-04 00:05,The Piano Guys,Perfect,310476,The Piano Guys:Perfect,0,,
40,2020-10-04 00:08,Hans Zimmer,The Blue Planet,197358,Hans Zimmer:The Blue Planet,0,,
41,2020-10-04 00:11,Hans Zimmer,Family Theme,157453,Hans Zimmer:Family Theme,0,,
42,2020-10-04 00:13,Hans Zimmer,Surfing Dolphins,142027,Hans Zimmer:Surfing Dolphins,0,,
43,2020-10-04 01:05,Hans Zimmer,Abyssal Plain,627,Hans Zimmer:Abyssal Plain,0,,
44,2020-10-04 01:10,Hillsong UNITED,Another In The Fire,261653,Hillsong UNITED:Another In The Fire,0,,
45,2020-10-04 01:17,Hillsong UNITED,So Will I (100 Billion X),415000,Hillsong UNITED:So Will I (100 Billion X),0,,
46,2020-10-04 01:21,Hillsong UNITED,Holy Holy Holy,229213,Hillsong UNITED:Holy Holy Holy,0,,
47,2020-10-04 01:27,Hillsong UNITED,Fire Fall Down,400852,Hillsong UNITED:Fire Fall Down,0,,
48,2020-10-04 01:31,Hillsong Worship,Awake My Soul (With Tasha Cobbs Leonard),225876,Hillsong Worship:Awake My Soul (With Tasha Cobbs Leonard),0,,
49,2020-10-04 01:35,Hillsong Worship,What A Beautiful Name,238200,Hillsong Worship:What A Beautiful Name,1,What A Beautiful Name,4KLj9QjEhJl2WU50mxRF9Z
50,2020-10-04 01:40,Hillsong Worship,Who You Say I Am - Live,329080,Hillsong Worship:Who You Say I Am - Live,1,There Is More,2lUgap86Pux7qAgvWzuJWs
51,2020-10-04 01:45,Hillsong Worship,King Of Kings,265133,Hillsong Worship:King Of Kings,0,,
52,2020-10-04 01:54,Hillsong Worship,Broken Vessels (Amazing Grace) - Live,568787,Hillsong Worship:Broken Vessels (Amazing Grace) - Live,1,No Other Name,2BuhGnXpqMQ8BvOUZpmaVl
53,2020-10-04 02:01,Hillsong Worship,So Will I (100 Billion X) - Live,424387,Hillsong Worship:So Will I (100 Billion X) - Live,0,,
54,2020-10-04 02:10,Hillsong Worship,No One But You,535720,Hillsong Worship:No One But You,0,,
55,2020-10-04 02:17,Hillsong Worship,This I Believe (The Creed) - Live,401760,Hillsong Worship:This I Believe (The Creed) - Live,0,,
56,2020-10-04 02:19,Hillsong Worship,Dawn,91107,Hillsong Worship:Dawn,0,,
57,2020-10-04 02:23,Hillsong Worship,Awake My Soul,264320,Hillsong Worship:Awake My Soul,0,,
58,2020-10-04 02:27,Hillsong Worship,New Wine,242720,Hillsong Worship:New Wine,0,,
59,2020-10-04 02:31,Hillsong Worship,See The Light,247787,Hillsong Worship:See The Light,0,,
60,2020-10-04 02:35,Hillsong Worship,Upper Room,240947,Hillsong Worship:Upper Room,1,Awake,5Trqe9O0VQEBe4aANs2qqS
61,2020-10-04 02:40,Hillsong Worship,Come Alive,272427,Hillsong Worship:Come Alive,0,,
62,2020-10-04 02:47,Hillsong Worship,Cornerstone - Live,409147,Hillsong Worship:Cornerstone - Live,0,,
63,2020-10-04 02:54,Hillsong Worship,Touch Of Heaven - Live,427547,Hillsong Worship:Touch Of Heaven - Live,1,There Is More,0pfm3xmeB1xNdTcKap5Jum
64,2020-10-04 03:00,Hillsong Worship,I Will Praise You,350307,Hillsong Worship:I Will Praise You,0,,
65,2020-10-04 03:04,Hillsong Worship,From Whom All Blessings Flow (Doxology),288920,Hillsong Worship:From Whom All Blessings Flow (Doxology),0,,
66,2020-10-04 03:11,Hillsong Worship,He Shall Reign,397320,Hillsong Worship:He Shall Reign,0,,
67,2020-10-04 03:18,Hillsong Worship,Behold (Then Sings My Soul) - Live,406173,Hillsong Worship:Behold (Then Sings My Soul) - Live,1,Let There Be Light,1ploWGMJ1grQQrKcV2zwqb
68,2020-10-04 03:25,Hillsong Worship,"Mighty To Save - Live At Sydney Entertainment Centre, Sydney, Australia/2006",410973,"Hillsong Worship:Mighty To Save - Live At Sydney Entertainment Centre, Sydney, Australia/2006",0,,
69,2020-10-04 03:31,Hillsong Worship,Bright As The Sun,378627,Hillsong Worship:Bright As The Sun,0,,
70,2020-10-04 03:36,Hillsong Worship,Every Breath,291400,Hillsong Worship:Every Breath,0,,
71,2020-10-04 03:40,Hillsong Worship,Rey De Reyes,264933,Hillsong Worship:Rey De Reyes,0,,
72,2020-10-04 03:46,Hillsong Worship,I Surrender - Live,346347,Hillsong Worship:I Surrender - Live,0,,
73,2020-10-04 03:51,Hillsong Worship,O Praise The Name (Anástasis) - Live,329213,Hillsong Worship:O Praise The Name (Anástasis) - Live,0,,
74,2020-10-04 03:57,Hillsong Worship,Christ Is Enough - Live,321000,Hillsong Worship:Christ Is Enough - Live,0,,
75,2020-10-04 04:01,Hillsong Worship,Seasons,274387,Hillsong Worship:Seasons,0,,
76,2020-10-04 04:06,Hillsong Worship,The Passion - Live,272093,Hillsong Worship:The Passion - Live,1,There Is More,6aLfDBncW19h8whgETITCe
77,2020-10-04 04:13,Hillsong Worship,Open Heaven (River Wild) - Live,449387,Hillsong Worship:Open Heaven (River Wild) - Live,0,,
78,2020-10-04 04:22,Hillsong Worship,No One But You - Live,523213,Hillsong Worship:No One But You - Live,0,,
79,2020-10-04 04:27,Hillsong Worship,Who You Say I Am - Recorded At Sound Stage Nashville,303960,Hillsong Worship:Who You Say I Am - Recorded At Sound Stage Nashville,0,,
80,2020-10-04 04:28,Hillsong Worship,Grace To Grace - Live,28896,Hillsong Worship:Grace To Grace - Live,1,Let There Be Light,5Ahb63mxRZAV89JStCvZHl
81,2020-10-05 11:38,Fireboy DML,Champion,179462,Fireboy DML:Champion,0,,
82,2020-10-05 11:40,Fireboy DML,Spell,173372,Fireboy DML:Spell,0,,
83,2020-10-05 11:43,Fireboy DML,ELI,165505,Fireboy DML:ELI,0,,
84,2020-10-05 11:47,Burna Boy,Way Too Big,200413,Burna Boy:Way Too Big,1,Twice As Tall,4rlaH7EbXL55bj9pvp57nP
85,2020-10-05 11:50,Lecrae,Drown,200330,Lecrae:Drown,1,Restoration,4UwjZrF7teVvR0ry5Xz8cX
86,2020-10-05 11:52,KVSH,Can't Get Over You (JØRD Remix),96705,KVSH:Can't Get Over You (JØRD Remix),1,Can't Get Over You (Remixes),1ulBgpAdW20eYLqrYzcTsK
87,2020-10-06 10:25,Burna Boy,Way Too Big,100532,Burna Boy:Way Too Big,1,Twice As Tall,4rlaH7EbXL55bj9pvp57nP
88,2020-10-06 10:30,Burna Boy,Onyeka (Baby),225384,Burna Boy:Onyeka (Baby),0,,
89,2020-10-06 10:35,Burna Boy,Bank On It,276537,Burna Boy:Bank On It,0,,
90,2020-10-06 10:40,Burna Boy,Bebo,115086,Burna Boy:Bebo,0,,
91,2020-10-06 10:43,Burna Boy,Bebo,164253,Burna Boy:Bebo,0,,
92,2020-10-06 10:46,Burna Boy,Monsters You Made (feat. Chris Martin),217541,Burna Boy:Monsters You Made (feat. Chris Martin),0,,
93,2020-10-06 10:49,Burna Boy,Comma,170880,Burna Boy:Comma,0,,
94,2020-10-06 10:53,Burna Boy,Time Flies (feat. Sauti Sol),224400,Burna Boy:Time Flies (feat. Sauti Sol),0,,
95,2020-10-06 10:56,Burna Boy,Way Too Big,200413,Burna Boy:Way Too Big,1,Twice As Tall,4rlaH7EbXL55bj9pvp57nP
96,2020-10-06 10:59,Burna Boy,Real Life (feat. Stormzy),197934,Burna Boy:Real Life (feat. Stormzy),0,,
97,2020-10-06 11:04,Burna Boy,23,245920,Burna Boy:23,0,,
98,2020-10-06 11:08,Burna Boy,Level Up (Twice As Tall) [feat. Youssou N'Dour],8270,Burna Boy:Level Up (Twice As Tall) [feat. Youssou N'Dour],0,,
99,2020-10-06 11:12,Burna Boy,Wetin Dey Sup,208615,Burna Boy:Wetin Dey Sup,0,,
100,2020-10-06 11:15,Burna Boy,Wonderful,212702,Burna Boy:Wonderful,1,Twice As Tall,2kwo51IhaxeoWC4DbDZECi
101,2020-10-06 11:17,Burna Boy,Alarm Clock,132627,Burna Boy:Alarm Clock,0,,
102,2020-10-06 11:21,Burna Boy,No Fit Vex,221360,Burna Boy:No Fit Vex,0,,
103,2020-10-06 11:25,Burna Boy,Naughty by Nature (feat. Naughty by Nature),214920,Burna Boy:Naughty by Nature (feat. Naughty by Nature),0,,
104,2020-10-06 11:28,Burna Boy,Onyeka (Baby),202147,Burna Boy:Onyeka (Baby),0,,
105,2020-10-06 11:33,Burna Boy,Bank On It,276537,Burna Boy:Bank On It,0,,
106,2020-10-06 11:35,Burna Boy,Bebo,164253,Burna Boy:Bebo,0,,
107,2020-10-06 11:39,Burna Boy,Monsters You Made (feat. Chris Martin),217541,Burna Boy:Monsters You Made (feat. Chris Martin),0,,
108,2020-10-06 11:42,Burna Boy,Time Flies (feat. Sauti Sol),19185,Burna Boy:Time Flies (feat. Sauti Sol),0,,
109,2020-10-06 11:42,Burna Boy,Comma,170880,Burna Boy:Comma,0,,
110,2020-10-06 11:45,Fireboy DML,Champion,179462,Fireboy DML:Champion,0,,
111,2020-10-06 11:49,Fireboy DML,Sound,207160,Fireboy DML:Sound,0,,
112,2020-10-06 11:51,Fireboy DML,New York City Girl,140971,Fireboy DML:New York City Girl,0,,
113,2020-10-06 11:54,Fireboy DML,God Only Knows,191498,Fireboy DML:God Only Knows,0,,
114,2020-10-06 11:58,Fireboy DML,Shadé,209455,Fireboy DML:Shadé,0,,
115,2020-10-06 12:01,Fireboy DML,ELI,172191,Fireboy DML:ELI,0,,
116,2020-10-06 12:04,Fireboy DML,Tattoo,176842,Fireboy DML:Tattoo,0,,
117,2020-10-06 12:06,Fireboy DML,Favourite Song,153513,Fireboy DML:Favourite Song,0,,
118,2020-10-06 12:07,Fireboy DML,24 (Interlude),81000,Fireboy DML:24 (Interlude),0,,
119,2020-10-06 12:10,Fireboy DML,Dreamer,180000,Fireboy DML:Dreamer,0,,
120,2020-10-06 12:13,Fireboy DML,Lifestyle,152941,Fireboy DML:Lifestyle,1,APOLLO,5hXEPdj7dDxfKcowpjiVwf
121,2020-10-06 12:17,Fireboy DML,Go Away,201612,Fireboy DML:Go Away,0,,
122,2020-10-06 13:24,Burna Boy,Level Up (Twice As Tall) [feat. Youssou N'Dour],268760,Burna Boy:Level Up (Twice As Tall) [feat. Youssou N'Dour],0,,
123,2020-10-06 13:26,Burna Boy,Alarm Clock,132627,Burna Boy:Alarm Clock,0,,
124,2020-10-06 13:29,Burna Boy,Way Too Big,200413,Burna Boy:Way Too Big,1,Twice As Tall,4rlaH7EbXL55bj9pvp57nP
125,2020-10-06 13:32,Burna Boy,Bebo,164253,Burna Boy:Bebo,0,,
126,2020-10-06 13:36,Burna Boy,Wonderful,213747,Burna Boy:Wonderful,1,Twice As Tall,2kwo51IhaxeoWC4DbDZECi
127,2020-10-06 13:39,Burna Boy,Onyeka (Baby),202147,Burna Boy:Onyeka (Baby),0,,
128,2020-10-08 04:56,Burna Boy,Naughty by Nature (feat. Naughty by Nature),1297,Burna Boy:Naughty by Nature (feat. Naughty by Nature),0,,
129,2020-10-08 05:29,Hillsong UNITED,Another In The Fire,261653,Hillsong UNITED:Another In The Fire,0,,
130,2020-10-08 05:36,Hillsong UNITED,So Will I (100 Billion X),415000,Hillsong UNITED:So Will I (100 Billion X),0,,
131,2020-10-08 05:40,Hillsong UNITED,Holy Holy Holy,229213,Hillsong UNITED:Holy Holy Holy,0,,
132,2020-10-08 05:47,Hillsong UNITED,Fire Fall Down,400784,Hillsong UNITED:Fire Fall Down,0,,
133,2020-10-08 05:50,Hillsong Worship,Awake My Soul (With Tasha Cobbs Leonard),225876,Hillsong Worship:Awake My Soul (With Tasha Cobbs Leonard),0,,
134,2020-10-08 05:54,Hillsong Worship,What A Beautiful Name,238200,Hillsong Worship:What A Beautiful Name,1,What A Beautiful Name,4KLj9QjEhJl2WU50mxRF9Z
135,2020-10-08 06:00,Hillsong Worship,Who You Say I Am - Live,329080,Hillsong Worship:Who You Say I Am - Live,1,There Is More,2lUgap86Pux7qAgvWzuJWs
136,2020-10-08 06:04,Hillsong Worship,King Of Kings,265133,Hillsong Worship:King Of Kings,0,,
137,2020-10-08 06:14,Hillsong Worship,Broken Vessels (Amazing Grace) - Live,568787,Hillsong Worship:Broken Vessels (Amazing Grace) - Live,1,No Other Name,2BuhGnXpqMQ8BvOUZpmaVl
138,2020-10-08 06:21,Hillsong Worship,So Will I (100 Billion X) - Live,424387,Hillsong Worship:So Will I (100 Billion X) - Live,0,,
139,2020-10-08 06:30,Hillsong Worship,No One But You,535720,Hillsong Worship:No One But You,0,,
140,2020-10-08 06:36,Hillsong Worship,This I Believe (The Creed) - Live,401760,Hillsong Worship:This I Believe (The Creed) - Live,0,,
141,2020-10-08 06:38,Hillsong Worship,Dawn,91107,Hillsong Worship:Dawn,0,,
142,2020-10-08 06:42,Hillsong Worship,Awake My Soul,264320,Hillsong Worship:Awake My Soul,0,,
143,2020-10-08 06:46,Hillsong Worship,New Wine,242720,Hillsong Worship:New Wine,0,,
144,2020-10-08 06:51,Hillsong Worship,See The Light,247787,Hillsong Worship:See The Light,0,,
145,2020-10-08 07:06,Hillsong Worship,Cornerstone - Live,395126,Hillsong Worship:Cornerstone - Live,0,,
146,2020-10-08 07:53,Fireboy DML,Champion,179462,Fireboy DML:Champion,0,,
147,2020-10-08 07:55,Fireboy DML,Spell,103333,Fireboy DML:Spell,0,,
148,2020-10-08 07:59,Burna Boy,Level Up (Twice As Tall) [feat. Youssou N'Dour],268760,Burna Boy:Level Up (Twice As Tall) [feat. Youssou N'Dour],0,,
149,2020-10-08 08:03,Burna Boy,Wetin Dey Sup,217653,Burna Boy:Wetin Dey Sup,0,,
150,2020-10-08 08:06,Burna Boy,Wonderful,213747,Burna Boy:Wonderful,1,Twice As Tall,2kwo51IhaxeoWC4DbDZECi
151,2020-10-08 08:09,Burna Boy,Comma,170880,Burna Boy:Comma,0,,
152,2020-10-08 08:13,Burna Boy,Time Flies (feat. Sauti Sol),224400,Burna Boy:Time Flies (feat. Sauti Sol),0,,
153,2020-10-08 08:17,Burna Boy,23,13146,Burna Boy:23,0,,
154,2020-10-08 08:21,Burna Boy,Monsters You Made (feat. Chris Martin),203995,Burna Boy:Monsters You Made (feat. Chris Martin),0,,
155,2020-10-08 08:24,Burna Boy,Naughty by Nature (feat. Naughty by Nature),214920,Burna Boy:Naughty by Nature (feat. Naughty by Nature),0,,
156,2020-10-08 08:26,Burna Boy,Alarm Clock,132627,Burna Boy:Alarm Clock,0,,
157,2020-10-08 09:19,Burna Boy,Level Up (Twice As Tall) [feat. Youssou N'Dour],8673,Burna Boy:Level Up (Twice As Tall) [feat. Youssou N'Dour],0,,
158,2020-10-08 09:19,Burna Boy,Bebo,30071,Burna Boy:Bebo,0,,
159,2020-10-08 09:23,Burna Boy,Time Flies (feat. Sauti Sol),224400,Burna Boy:Time Flies (feat. Sauti Sol),0,,
160,2020-10-08 09:26,Burna Boy,Comma,170880,Burna Boy:Comma,0,,
161,2020-10-08 09:30,Burna Boy,Naughty by Nature (feat. Naughty by Nature),214920,Burna Boy:Naughty by Nature (feat. Naughty by Nature),0,,
162,2020-10-08 09:34,Burna Boy,23,245709,Burna Boy:23,0,,
163,2020-10-08 09:37,Burna Boy,No Fit Vex,221360,Burna Boy:No Fit Vex,0,,
164,2020-10-08 09:40,Burna Boy,Bebo,164253,Burna Boy:Bebo,0,,
165,2020-10-08 09:44,Burna Boy,Monsters You Made (feat. Chris Martin),217541,Burna Boy:Monsters You Made (feat. Chris Martin),0,,
166,2020-10-08 09:48,Burna Boy,Bank On It,276537,Burna Boy:Bank On It,0,,
167,2020-10-08 09:52,Burna Boy,Wonderful,213747,Burna Boy:Wonderful,1,Twice As Tall,2kwo51IhaxeoWC4DbDZECi
168,2020-10-08 09:55,Burna Boy,Onyeka (Baby),202147,Burna Boy:Onyeka (Baby),0,,
169,2020-10-08 09:58,Burna Boy,Alarm Clock,132627,Burna Boy:Alarm Clock,0,,
170,2020-10-08 10:01,Burna Boy,Way Too Big,200413,Burna Boy:Way Too Big,1,Twice As Tall,4rlaH7EbXL55bj9pvp57nP
171,2020-10-08 10:05,Burna Boy,Wetin Dey Sup,217653,Burna Boy:Wetin Dey Sup,0,,
172,2020-10-08 10:08,Burna Boy,Real Life (feat. Stormzy),197934,Burna Boy:Real Life (feat. Stormzy),0,,
173,2020-10-08 14:46,Fireboy DML,Champion,179462,Fireboy DML:Champion,0,,
174,2020-10-08 14:49,Fireboy DML,Spell,173372,Fireboy DML:Spell,0,,
175,2020-10-08 14:52,Fireboy DML,ELI,172191,Fireboy DML:ELI,0,,
176,2020-10-08 14:55,Fireboy DML,Tattoo,176842,Fireboy DML:Tattoo,0,,
177,2020-10-08 14:58,Fireboy DML,Favourite Song,153513,Fireboy DML:Favourite Song,0,,
178,2020-10-08 15:00,Fireboy DML,New York City Girl,140971,Fireboy DML:New York City Girl,0,,
179,2020-10-08 15:03,Fireboy DML,Lifestyle,152941,Fireboy DML:Lifestyle,1,APOLLO,5hXEPdj7dDxfKcowpjiVwf
180,2020-10-08 15:06,Fireboy DML,Airplane Mode,177600,Fireboy DML:Airplane Mode,1,APOLLO,3wrlAsyyrqVoC9fuDWyziG
181,2020-10-08 15:07,Fireboy DML,24 (Interlude),81000,Fireboy DML:24 (Interlude),0,,
182,2020-10-08 15:10,Fireboy DML,Dreamer,179532,Fireboy DML:Dreamer,0,,
183,2020-10-08 15:13,Fireboy DML,Afar,171765,Fireboy DML:Afar,0,,
184,2020-10-08 15:17,Fireboy DML,Go Away,205059,Fireboy DML:Go Away,0,,
185,2020-10-08 15:20,Fireboy DML,Shadé,189329,Fireboy DML:Shadé,0,,
186,2020-10-08 15:23,Fireboy DML,Friday Feeling,152229,Fireboy DML:Friday Feeling,0,,
187,2020-10-08 19:05,Burna Boy,Level Up (Twice As Tall) [feat. Youssou N'Dour],268760,Burna Boy:Level Up (Twice As Tall) [feat. Youssou N'Dour],0,,
188,2020-10-08 21:33,Burna Boy,Alarm Clock,30080,Burna Boy:Alarm Clock,0,,
189,2020-10-08 21:38,Fireboy DML,Afar,171765,Fireboy DML:Afar,0,,
190,2020-10-10 17:59,Fireboy DML,Go Away,88230,Fireboy DML:Go Away,0,,
191,2020-10-10 18:02,Burna Boy,Wetin Dey Sup,217653,Burna Boy:Wetin Dey Sup,0,,
192,2020-10-11 07:37,Burna Boy,Real Life (feat. Stormzy),191605,Burna Boy:Real Life (feat. Stormzy),0,,
193,2020-10-18 02:45,Burna Boy,Wonderful,81036,Burna Boy:Wonderful,1,Twice As Tall,2kwo51IhaxeoWC4DbDZECi
194,2020-10-18 02:52,Falcon,The Good Stuff,141360,Falcon:The Good Stuff,0,,
195,2020-10-18 02:58,Falcon,Young Love,77230,Falcon:Young Love,0,,
196,2020-10-18 03:00,Falcon,The Good Stuff,2341,Falcon:The Good Stuff,0,,
197,2020-10-19 10:28,Burna Boy,Bebo,164253,Burna Boy:Bebo,0,,
198,2020-10-19 10:32,Burna Boy,Wonderful,213747,Burna Boy:Wonderful,1,Twice As Tall,2kwo51IhaxeoWC4DbDZECi
199,2020-10-19 10:35,Burna Boy,Onyeka (Baby),200111,Burna Boy:Onyeka (Baby),0,,
200,2020-10-21 16:50,Burna Boy,Naughty by Nature (feat. Naughty by Nature),106425,Burna Boy:Naughty by Nature (feat. Naughty by Nature),0,,
201,2020-10-27 12:55,Fireboy DML,Champion,57122,Fireboy DML:Champion,0,,
202,2020-10-27 12:55,Burna Boy,Alarm Clock,52290,Burna Boy:Alarm Clock,0,,
203,2020-10-27 13:27,Burna Boy,Level Up (Twice As Tall) [feat. Youssou N'Dour],268760,Burna Boy:Level Up (Twice As Tall) [feat. Youssou N'Dour],0,,
204,2020-10-27 13:29,Burna Boy,Alarm Clock,132627,Burna Boy:Alarm Clock,0,,
205,2020-10-27 13:40,Burna Boy,Way Too Big,30079,Burna Boy:Way Too Big,1,Twice As Tall,4rlaH7EbXL55bj9pvp57nP
206,2020-10-27 17:02,Fireboy DML,Champion,149451,Fireboy DML:Champion,0,,
207,2020-10-27 17:07,Burna Boy,Level Up (Twice As Tall) [feat. Youssou N'Dour],268760,Burna Boy:Level Up (Twice As Tall) [feat. Youssou N'Dour],0,,
208,2020-10-27 17:09,Burna Boy,Alarm Clock,132627,Burna Boy:Alarm Clock,0,,
209,2020-10-27 17:13,Burna Boy,Way Too Big,200413,Burna Boy:Way Too Big,1,Twice As Tall,4rlaH7EbXL55bj9pvp57nP
210,2020-10-27 17:15,Burna Boy,Bebo,164253,Burna Boy:Bebo,0,,
211,2020-10-27 17:19,Burna Boy,Wonderful,213747,Burna Boy:Wonderful,1,Twice As Tall,2kwo51IhaxeoWC4DbDZECi
212,2020-10-27 17:22,Burna Boy,Onyeka (Baby),202147,Burna Boy:Onyeka (Baby),0,,
213,2020-10-27 17:26,Burna Boy,Naughty by Nature (feat. Naughty by Nature),214920,Burna Boy:Naughty by Nature (feat. Naughty by Nature),0,,
214,2020-10-27 17:29,Burna Boy,Comma,170880,Burna Boy:Comma,0,,
215,2020-10-27 17:32,Burna Boy,No Fit Vex,221360,Burna Boy:No Fit Vex,0,,
216,2020-10-27 17:36,Burna Boy,23,245920,Burna Boy:23,0,,
217,2020-10-27 17:40,Burna Boy,Time Flies (feat. Sauti Sol),222609,Burna Boy:Time Flies (feat. Sauti Sol),0,,
218,2020-10-28 08:46,Burna Boy,Monsters You Made (feat. Chris Martin),14561,Burna Boy:Monsters You Made (feat. Chris Martin),0,,
219,2020-10-29 13:42,Fireboy DML,Champion,170302,Fireboy DML:Champion,0,,
220,2020-10-29 13:46,Burna Boy,Bebo,164253,Burna Boy:Bebo,0,,
221,2020-11-16 05:04,Burna Boy,Wonderful,179181,Burna Boy:Wonderful,1,Twice As Tall,2kwo51IhaxeoWC4DbDZECi
222,2020-11-16 05:04,Brendan Flynn,Yellow Rose,1090,Brendan Flynn:Yellow Rose,0,,
223,2020-11-16 06:09,Brendan Flynn,Yellow Rose,13997,Brendan Flynn:Yellow Rose,0,,
224,2020-11-16 06:13,Kari Jobe,The Blessing,226478,Kari Jobe:The Blessing,0,,
225,2020-11-17 15:03,Fireboy DML,Champion,179462,Fireboy DML:Champion,0,,
226,2020-11-17 15:06,Fireboy DML,Spell,173372,Fireboy DML:Spell,0,,
227,2020-11-18 20:53,Hillsong Worship,Hosanna,10122,Hillsong Worship:Hosanna,0,,
